Order ID,Order Date,Ship Date,EmailID,Geography,Category,Product Name,Sales,Quantity,Profit,Shipping Days,Profit Margin,Month,year
CA-2014-135167,16-06-2014,21-06-2014,StuartCalhoun@gmail.com,"United States,Los Angeles,California",Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,1.00,1.75,5,41,6,2014
CA-2014-137022,17-11-2014,23-11-2014,ScottWilliamson@gmail.com,"United States,San Diego,California",Storage,Tennsco Regal Shelving Units,811.28,8.00,24.34,6,3,11,2014
US-2013-167339,21-01-2013,23-01-2013,TamaraDahlen@gmail.com,"United States,San Diego,California",Chairs,Global Super Steno Chair,153.57,2.00,-5.76,2,-3.75,1,2013
CA-2013-130799,12-11-2013,17-11-2013,BerenikeKampe@gmail.com,"United States,San Francisco,California",Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,4.00,2.23,5,32,11,2013
CA-2013-164483,30-01-2013,03-02-2013,JeremyFarry@gmail.com,"United States,San Francisco,California",Binders,Heavy-Duty E-Z-D Binders,17.46,2.00,5.89,4,33.75,1,2013
US-2013-159856,19-10-2013,23-10-2013,EmilyPhan@gmail.com,"United States,Tempe,Arizona",Chairs,Global Deluxe Steno Chair,307.92,5.00,-34.64,4,-11.25,10,2013
CA-2014-102099,19-12-2014,20-12-2014,EmilyPhan@gmail.com,"United States,Los Angeles,California",Art,Newell 327,6.63,3.00,1.79,1,27,12,2014
CA-2014-164049,03-11-2014,07-11-2014,KenHeidel@gmail.com,"United States,Seattle,Washington",Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",23.85,5.00,10.73,4,45,11,2014
CA-2011-127586,26-09-2011,30-09-2011,ChristopherSchild@gmail.com,"United States,Seattle,Washington",Storage,"Dual Level, Single-Width Filing Carts",310.12,2.00,80.63,4,26,9,2011
CA-2014-166415,20-02-2014,24-02-2014,MaxEngle@gmail.com,"United States,Seattle,Washington",Fasteners,Rubber Band Ball,11.22,3.00,0.22,4,2,2,2014
CA-2014-164329,31-01-2014,31-01-2014,MichaelMoore@gmail.com,"United States,San Francisco,California",Storage,Space Solutions Commercial Steel Shelving,129.30,2.00,6.47,0,5,1,2014
CA-2012-168564,08-08-2012,08-08-2012,ThomasThornton@gmail.com,"United States,San Francisco,California",Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",6.61,2.00,2.23,0,33.75,8,2012
US-2013-169040,07-12-2013,13-12-2013,GregTran@gmail.com,"United States,Seattle,Washington",Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,156.79,1.00,13.72,6,8.75,12,2013
CA-2014-126242,20-11-2014,25-11-2014,MickCrebagga@gmail.com,"United States,Los Angeles,California",Storage,"File Shuttle II and Handi-File, Black",305.01,9.00,76.25,5,25,11,2014
CA-2013-166443,05-11-2013,06-11-2013,LisaHazard@gmail.com,"United States,San Francisco,California",Furnishings,Advantus Panel Wall Acrylic Frame,38.29,7.00,16.46,1,43,11,2013
CA-2014-169859,15-12-2014,19-12-2014,MikePelletier@gmail.com,"United States,San Diego,California",Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3.00,11.03,4,42,12,2014
CA-2014-134915,13-11-2014,13-11-2014,EugeneMoren@gmail.com,"United States,Glendale,Arizona",Accessories,Memorex Micro Travel Drive 8 GB,41.60,4.00,13.00,0,31.25,11,2014
CA-2012-158456,24-12-2012,29-12-2012,KeanTakahito@gmail.com,"United States,Los Angeles,California",Binders,Avery Hole Reinforcements,19.94,4.00,7.23,5,36.25,12,2012
CA-2014-143665,27-04-2014,02-05-2014,PhilisseOvercash@gmail.com,"United States,Seattle,Washington",Paper,Strathmore Photo Mount Cards,20.34,3.00,9.36,5,46,4,2014
CA-2014-137428,17-12-2014,22-12-2014,AndyYotov@gmail.com,"United States,Oceanside,California",Chairs,"Global Deluxe Stacking Chair, Gray",81.57,2.00,9.18,5,11.25,12,2014
CA-2011-131310,12-07-2011,18-07-2011,ClayLudtke@gmail.com,"United States,Seattle,Washington",Chairs,"Safco Chair Connectors, 6/Carton",123.14,4.00,13.85,6,11.25,7,2011
US-2011-112872,06-12-2011,11-12-2011,RyanCrowe@gmail.com,"United States,Springfield,Oregon",Storage,File Shuttle I and Handi-File,53.42,3.00,4.67,5,8.75,12,2011
CA-2013-139010,21-02-2013,26-02-2013,MatthewClasen@gmail.com,"United States,Los Angeles,California",Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,12.99,1.00,0.78,5,6,2,2013
CA-2013-112893,10-09-2013,14-09-2013,AnnieThurman@gmail.com,"United States,Stockton,California",Binders,VariCap6 Expandable Binder,55.36,4.00,18.68,4,33.75,9,2013
US-2011-150532,14-07-2011,21-07-2011,PhilipBrown@gmail.com,"United States,Phoenix,Arizona",Storage,Eldon Fold 'N Roll Cart System,55.92,5.00,6.29,7,11.25,7,2011
CA-2011-130729,24-10-2011,29-10-2011,AllenArmold@gmail.com,"United States,Rancho Cucamonga,California",Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,34.27,3.00,11.14,5,32.5,10,2011
CA-2014-134845,18-04-2014,24-04-2014,SharelleRoach@gmail.com,"United States,Louisville,Colorado",Binders,Insertable Tab Post Binder Dividers,12.03,5.00,-9.22,6,-76.66666667,4,2014
CA-2012-123568,08-11-2012,14-11-2012,SanjitChand@gmail.com,"United States,West Jordan,Utah",Fasteners,Alliance Rubber Bands,5.04,3.00,0.20,6,4,11,2012
CA-2011-106719,24-08-2011,24-08-2011,RobertBarroso@gmail.com,"United States,Billings,Montana",Binders,"SlimView Poly Binder, 3/8""",8.29,2.00,2.69,0,32.5,8,2011
US-2013-164189,25-03-2013,29-03-2013,DanReichenbach@gmail.com,"United States,Gresham,Oregon",Phones,BlackBerry Q10,403.17,4.00,25.20,4,6.25,3,2013
US-2013-114293,22-11-2013,27-11-2013,JustinHirsh@gmail.com,"United States,Gresham,Oregon",Chairs,Novimex Fabric Task Chair,195.14,4.00,-12.20,5,-6.25,11,2013
CA-2014-101749,04-10-2014,09-10-2014,AaronSmayling@gmail.com,"United States,Pasadena,California",Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.29,3.00,-6.42,5,-3.75,10,2014
CA-2014-149559,12-09-2014,13-09-2014,KarenFerguson@gmail.com,"United States,Long Beach,California",Paper,Xerox 1996,12.96,2.00,6.22,1,48,9,2014
CA-2011-137351,30-09-2011,04-10-2011,DougBickford@gmail.com,"United States,Seattle,Washington",Binders,DXL Angle-View Binders with Locking Rings by Samsill,43.18,7.00,13.49,4,31.25,9,2011
US-2014-148054,07-10-2014,12-10-2014,NickZandusky@gmail.com,"United States,Meridian,Idaho",Furnishings,36X48 HARDFLOOR CHAIRMAT,41.96,2.00,2.94,5,7,10,2014
CA-2014-131492,20-10-2014,25-10-2014,HilaryHolden@gmail.com,"United States,San Francisco,California",Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,8.96,2.00,4.30,5,48,10,2014
CA-2014-106859,14-03-2014,19-03-2014,BenjaminFarhat@gmail.com,"United States,Albuquerque,New Mexico",Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",90.80,8.00,25.42,5,28,3,2014
CA-2013-125206,03-01-2013,05-01-2013,LenaRadford@gmail.com,"United States,Los Angeles,California",Storage,Recycled Steel Personal File for Hanging File Folders,114.46,2.00,28.62,2,25,1,2013
CA-2012-126137,03-10-2012,08-10-2012,BruceStewart@gmail.com,"United States,Los Angeles,California",Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",120.67,2.00,18.45,5,15.29411765,10,2012
CA-2011-104780,21-05-2011,25-05-2011,BradleyTalbott@gmail.com,"United States,San Diego,California",Art,4009 Highlighters by Sanford,31.84,8.00,10.51,4,33,5,2011
CA-2014-101182,05-09-2014,06-09-2014,KatrinaBavinger@gmail.com,"United States,Apple Valley,California",Paper,Xerox 220,12.96,2.00,6.22,1,48,9,2014
CA-2013-150350,24-08-2013,31-08-2013,MaxwellSchwartz@gmail.com,"United States,Seattle,Washington",Machines,Okidata C331dn Printer,837.60,3.00,62.82,7,7.5,8,2013
CA-2011-136399,16-12-2011,17-12-2011,ChadCunningham@gmail.com,"United States,Los Angeles,California",Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2.00,14.67,1,33,12,2011
CA-2014-131828,12-02-2014,14-02-2014,CariSayre@gmail.com,"United States,Seattle,Washington",Chairs,"Global Leather and Oak Executive Chair, Black",963.14,4.00,108.35,2,11.25,2,2014
CA-2011-109218,30-06-2011,03-07-2011,AnthonyRawles@gmail.com,"United States,Los Angeles,California",Art,"BIC Brite Liner Highlighters, Chisel Tip",32.40,5.00,10.37,3,32,6,2011
US-2011-109036,20-12-2011,25-12-2011,KeithHerrera@gmail.com,"United States,Seattle,Washington",Labels,Avery 489,31.05,3.00,14.90,5,48,12,2011
CA-2011-128986,03-08-2011,05-08-2011,GaryHansen@gmail.com,"United States,Glendale,Arizona",Paper,White Computer Printout Paper by Universal,93.02,3.00,33.72,2,36.25,8,2011
CA-2011-153969,21-09-2011,25-09-2011,HerbertFlentye@gmail.com,"United States,San Francisco,California",Envelopes,Staples,15.56,2.00,7.31,4,47,9,2011
US-2014-132059,24-09-2014,30-09-2014,ArthurPrichep@gmail.com,"United States,Fort Collins,Colorado",Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.59,2.00,-240.78,6,-133.3333333,9,2014
US-2014-146416,21-10-2014,23-10-2014,JustinEllison@gmail.com,"United States,Woodland,California",Labels,Avery 510,3.75,1.00,1.80,2,48,10,2014
CA-2012-149384,10-07-2012,10-07-2012,EricHoffmann@gmail.com,"United States,Tempe,Arizona",Binders,Accohide Poly Flexible Ring Binders,3.37,3.00,-2.24,0,-66.66666667,7,2012
CA-2011-158372,10-11-2011,16-11-2011,RubenDartt@gmail.com,"United States,San Diego,California",Phones,Jabra SPEAK 410,601.54,8.00,60.15,6,10,11,2011
CA-2013-108882,09-01-2013,15-01-2013,LauraArmstrong@gmail.com,"United States,Fresno,California",Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5.00,118.98,6,34,1,2013
CA-2014-150189,09-07-2014,11-07-2014,VivekGonzalez@gmail.com,"United States,San Mateo,California",Labels,Avery 485,75.18,6.00,35.33,2,47,7,2014
CA-2011-114433,13-05-2011,17-05-2011,NaresjPatel@gmail.com,"United States,Oakland,California",Accessories,Plantronics Audio 478 Stereo USB Headset,149.97,3.00,52.49,4,35,5,2011
CA-2011-108189,02-10-2011,05-10-2011,ErinSmith@gmail.com,"United States,Tempe,Arizona",Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.41,2.00,3.41,3,36.25,10,2011
CA-2013-138933,25-04-2013,28-04-2013,JackLebron@gmail.com,"United States,Riverside,California",Binders,Cardinal Holdit Business Card Pockets,3.98,1.00,1.39,3,35,4,2013
US-2014-140907,11-12-2014,13-12-2014,BenPeterman@gmail.com,"United States,Seattle,Washington",Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08,3.00,4.91,2,10,12,2014
CA-2013-159730,18-09-2013,22-09-2013,SanjitJacobs@gmail.com,"United States,Seattle,Washington",Chairs,Harbour Creations 67200 Series Stacking Chairs,113.89,2.00,9.97,4,8.75,9,2013
CA-2013-155474,09-07-2013,15-07-2013,ChrisCortes@gmail.com,"United States,Seattle,Washington",Phones,Logitech Mobile Speakerphone P710e - speaker phone,107.98,1.00,9.45,6,8.75,7,2013
CA-2011-140662,17-11-2011,19-11-2011,ThomasSeio@gmail.com,"United States,San Francisco,California",Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2.00,8.00,2,8,11,2011
CA-2012-155145,27-12-2012,29-12-2012,KeanNguyen@gmail.com,"United States,Visalia,California",Accessories,Maxell 4.7GB DVD-R 5/Pack,7.92,8.00,3.48,2,44,12,2012
CA-2012-146038,09-02-2012,16-02-2012,SarahJordon@gmail.com,"United States,Los Angeles,California",Chairs,"Global Deluxe Stacking Chair, Gray",203.92,5.00,22.94,7,11.25,2,2012
CA-2014-133865,09-05-2014,13-05-2014,PenelopeSewall@gmail.com,"United States,Los Angeles,California",Copiers,Canon Imageclass D680 Copier / Fax,3359.95,6.00,1049.99,4,31.25,5,2014
CA-2012-157770,13-12-2012,15-12-2012,RobDowd@gmail.com,"United States,Temecula,California",Phones,Plantronics Voyager Pro Legend,494.38,3.00,49.44,2,10,12,2012
CA-2011-106264,26-12-2011,30-12-2011,ClytieKelty@gmail.com,"United States,San Diego,California",Supplies,Acme Rosewood Handle Letter Opener,11.91,3.00,0.12,4,1,12,2011
US-2012-110569,23-05-2012,30-05-2012,EmilyBurns@gmail.com,"United States,Phoenix,Arizona",Binders,Cardinal EasyOpen D-Ring Binders,19.19,7.00,-12.80,7,-66.66666667,5,2012
CA-2014-136308,17-11-2014,17-11-2014,MitchWillingham@gmail.com,"United States,San Francisco,California",Machines,Bady BDG101FRU Card Printer,1919.98,3.00,216.00,0,11.25,11,2014
US-2011-133130,27-09-2011,01-10-2011,TheaHendricks@gmail.com,"United States,San Diego,California",Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5.00,45.29,4,7.5,9,2011
CA-2012-165057,11-09-2012,15-09-2012,StevenCartwright@gmail.com,"United States,Redlands,California",Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,181.35,9.00,48.96,4,27,9,2012
US-2014-109253,22-08-2014,23-08-2014,PatrickRyan@gmail.com,"United States,Oakland,California",Art,Newell 336,17.12,4.00,4.96,1,29,8,2014
CA-2012-112011,13-08-2012,20-08-2012,OdellaNelson@gmail.com,"United States,Yucaipa,California",Art,50 Colored Long Pencils,50.80,5.00,13.21,7,26,8,2012
US-2013-157308,18-08-2013,22-08-2013,NeomaMurray@gmail.com,"United States,Seattle,Washington",Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",15.71,4.00,5.70,4,36.25,8,2013
US-2011-134733,23-09-2011,28-09-2011,BrianMoss@gmail.com,"United States,San Diego,California",Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",436.00,3.00,20.52,5,4.705882353,9,2011
CA-2011-115161,01-02-2011,03-02-2011,LizCarlisle@gmail.com,"United States,Mission Viejo,California",Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.67,2.00,3.42,2,1.176470588,2,2011
CA-2012-115511,21-11-2012,25-11-2012,NatalieWebber@gmail.com,"United States,Las Vegas,Nevada",Bookcases,"Hon Metal Bookcases, Putty",141.96,2.00,41.17,4,29,11,2012
CA-2014-123778,24-09-2014,01-10-2014,BruceStewart@gmail.com,"United States,San Francisco,California",Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",25.82,6.00,9.04,7,35,9,2014
CA-2011-166471,09-08-2011,13-08-2011,MatthewGrinstein@gmail.com,"United States,Seattle,Washington",Phones,Cisco Unified IP Phone 7945G VoIP phone,1091.17,4.00,68.20,4,6.25,8,2011
CA-2012-152527,17-10-2012,17-10-2012,CharlotteMelton@gmail.com,"United States,Los Angeles,California",Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2.00,3.89,0,5,10,2012
CA-2013-100244,21-09-2013,25-09-2013,GregMaxwell@gmail.com,"United States,San Francisco,California",Paper,Strathmore Photo Frame Cards,65.79,9.00,30.26,4,46,9,2013
CA-2012-151841,27-04-2012,02-05-2012,TonyChapman@gmail.com,"United States,Aurora,Colorado",Appliances,Belkin 6 Outlet Metallic Surge Strip,43.56,5.00,3.27,5,7.5,4,2012
CA-2013-134803,29-05-2013,04-06-2013,ClayLudtke@gmail.com,"United States,Los Angeles,California",Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2.00,78.67,6,30,5,2013
CA-2014-148264,09-12-2014,10-12-2014,LukeFoster@gmail.com,"United States,Inglewood,California",Storage,Akro-Mils 12-Gallon Tote,29.79,3.00,8.64,1,29,12,2014
CA-2014-131212,06-12-2014,10-12-2014,AlanBarnes@gmail.com,"United States,Bellevue,Washington",Binders,GBC Wire Binding Combs,24.82,3.00,8.38,4,33.75,12,2014
CA-2012-144099,29-11-2012,30-11-2012,PhillinaOber@gmail.com,"United States,San Francisco,California",Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",4.30,1.00,1.56,1,36.25,11,2012
CA-2013-162614,08-10-2013,14-10-2013,TimBrockman@gmail.com,"United States,Los Angeles,California",Binders,GBC Recycled VeloBinder Covers,27.26,2.00,8.86,6,32.5,10,2013
CA-2011-168592,08-09-2011,14-09-2011,DennisPardue@gmail.com,"United States,San Francisco,California",Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",56.65,5.00,24.36,6,43,9,2011
US-2013-150035,02-12-2013,06-12-2013,CarlLudwig@gmail.com,"United States,San Francisco,California",Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,2.00,4.35,4,26,12,2013
CA-2011-143385,31-08-2011,05-09-2011,ShirleyJackson@gmail.com,"United States,Santa Fe,New Mexico",Accessories,KeyTronic KT400U2 - Keyboard - Black,92.52,9.00,18.50,5,20,8,2011
CA-2013-131289,09-12-2013,15-12-2013,StefaniaPerrino@gmail.com,"United States,San Francisco,California",Art,Newell 341,8.56,2.00,2.48,6,29,12,2013
CA-2013-107328,09-08-2013,16-08-2013,CathyArmstrong@gmail.com,"United States,Los Angeles,California",Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",513.02,2.00,12.83,7,2.5,8,2013
CA-2012-168767,10-04-2012,15-04-2012,DarioMedina@gmail.com,"United States,Sacramento,California",Binders,Insertable Tab Post Binder Dividers,12.83,2.00,4.33,5,33.75,4,2012
CA-2013-137673,06-09-2013,11-09-2013,MarinaLichtenstein@gmail.com,"United States,San Diego,California",Accessories,HP Standard 104 key PS/2 Keyboard,116.00,8.00,29.00,5,25,9,2013
CA-2013-130680,25-06-2013,30-06-2013,BillDonatelli@gmail.com,"United States,San Diego,California",Phones,Macally Suction Cup Mount,38.24,4.00,-9.56,5,-25,6,2013
CA-2011-110849,18-04-2011,23-04-2011,JohnLee@gmail.com,"United States,Los Angeles,California",Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,287.97,4.00,97.19,5,33.75,4,2011
CA-2011-120838,23-03-2011,26-03-2011,PatrickO'Donnell@gmail.com,"United States,Los Angeles,California",Storage,Economy Rollaway Files,330.40,2.00,85.90,3,26,3,2011
CA-2014-118542,02-12-2014,06-12-2014,ClayCheatham@gmail.com,"United States,Los Angeles,California",Paper,Xerox 1905,45.36,7.00,21.77,4,48,12,2014
CA-2014-152737,08-11-2014,13-11-2014,TonySayre@gmail.com,"United States,San Francisco,California",Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,21.79,4.00,7.63,5,35,11,2014
CA-2013-130029,04-07-2013,07-07-2013,GuyThornton@gmail.com,"United States,Los Angeles,California",Paper,Xerox 200,12.96,2.00,6.22,3,48,7,2013
CA-2014-168109,04-07-2014,04-07-2014,JimKriz@gmail.com,"United States,Seattle,Washington",Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,59.98,2.00,26.39,0,44,7,2014
CA-2013-103163,08-06-2013,12-06-2013,FrankMerwin@gmail.com,"United States,Bakersfield,California",Binders,Avery Hanging File Binders,4.78,1.00,1.55,4,32.5,6,2013
CA-2014-161823,04-09-2014,09-09-2014,AleksandraGannaway@gmail.com,"United States,San Francisco,California",Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,2.00,1.67,5,28,9,2014
CA-2014-138310,27-06-2014,01-07-2014,NoraPreis@gmail.com,"United States,Denver,Colorado",Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.93,9.00,64.79,4,15,6,2014
CA-2014-141929,05-09-2014,09-09-2014,RalphArnett@gmail.com,"United States,Los Angeles,California",Binders,Ibico Hi-Tech Manual Binding System,487.98,2.00,152.50,4,31.25,9,2014
CA-2014-113530,20-05-2014,22-05-2014,BeckyCastell@gmail.com,"United States,San Francisco,California",Chairs,"Situations Contoured Folding Chairs, 4/Set",681.41,12.00,42.59,2,6.25,5,2014
CA-2011-169726,09-08-2011,13-08-2011,JosephHolt@gmail.com,"United States,Seattle,Washington",Binders,Ibico Ibimaster 300 Manual Binding System,2060.74,7.00,643.98,4,31.25,8,2011
CA-2014-132178,04-05-2014,09-05-2014,DarrenBudd@gmail.com,"United States,Los Angeles,California",Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2.00,19.47,5,28,5,2014
CA-2011-156594,20-12-2011,23-12-2011,MichaelChen@gmail.com,"United States,Los Angeles,California",Binders,Ibico Hi-Tech Manual Binding System,487.98,2.00,152.50,3,31.25,12,2011
CA-2011-146528,25-07-2011,27-07-2011,VickyFreymann@gmail.com,"United States,Los Angeles,California",Paper,Xerox 1966,6.48,1.00,3.18,2,49,7,2011
CA-2013-161676,19-07-2013,24-07-2013,JenniferPatt@gmail.com,"United States,Glendale,Arizona",Supplies,"Elite 5"" Scissors",33.80,5.00,4.23,5,12.5,7,2013
CA-2011-129364,08-12-2011,13-12-2011,TimBrockman@gmail.com,"United States,Salem,Oregon",Labels,Avery 499,27.89,7.00,9.06,5,32.5,12,2011
CA-2012-156440,05-12-2012,09-12-2012,MattHagelstein@gmail.com,"United States,San Diego,California",Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2.00,14.67,4,33,12,2012
CA-2013-102792,14-12-2013,20-12-2013,JasperCacioppo@gmail.com,"United States,Riverside,California",Art,Crayola Colored Pencils,9.84,3.00,3.25,6,33,12,2013
CA-2014-140760,03-06-2014,06-06-2014,DennyOrdway@gmail.com,"United States,Mesa,Arizona",Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.34,6.00,7.92,3,31.25,6,2014
US-2012-131359,30-10-2012,02-11-2012,FrankAtkinson@gmail.com,"United States,Denver,Colorado",Machines,Lexmark S315 Color Inkjet Printer,59.99,2.00,-46.00,3,-76.66666667,10,2012
CA-2012-151680,19-11-2012,21-11-2012,TonyChapman@gmail.com,"United States,Seattle,Washington",Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",141.96,2.00,22.71,2,16,11,2012
CA-2011-140039,13-09-2011,17-09-2011,OdellaNelson@gmail.com,"United States,Tempe,Arizona",Storage,Eldon File Chest Portable File,79.40,5.00,5.96,4,7.5,9,2011
CA-2014-113670,16-10-2014,18-10-2014,RolandSchwarz@gmail.com,"United States,Los Angeles,California",Tables,Bush Advantage Collection Round Conference Table,510.24,3.00,6.38,2,1.25,10,2014
CA-2014-166198,22-04-2014,25-04-2014,JoniWasserman@gmail.com,"United States,Seattle,Washington",Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",11.54,1.00,3.46,3,30,4,2014
CA-2011-135608,08-12-2011,10-12-2011,JimKarlsson@gmail.com,"United States,Olympia,Washington",Paper,Xerox 1964,45.68,2.00,21.01,2,46,12,2011
US-2011-169789,30-12-2011,04-01-2012,MaureenFritzler@gmail.com,"United States,Phoenix,Arizona",Binders,Ibico Ibimaster 300 Manual Binding System,551.99,5.00,-459.99,5,-83.33333333,12,2011
CA-2013-151512,27-12-2013,03-01-2014,SallyHughsby@gmail.com,"United States,Denver,Colorado",Appliances,Harmony HEPA Quiet Air Purifiers,18.72,2.00,3.51,7,18.75,12,2013
CA-2014-161956,28-08-2014,30-08-2014,DanReichenbach@gmail.com,"United States,Inglewood,California",Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2.00,99.23,2,50,8,2014
CA-2012-167745,18-09-2012,23-09-2012,GeorgeBell@gmail.com,"United States,Los Angeles,California",Art,"Quartet Omega Colored Chalk, 12/Pack",11.68,2.00,5.49,5,47,9,2012
CA-2013-155530,18-12-2013,22-12-2013,CharlesMcCrossin@gmail.com,"United States,San Francisco,California",Tables,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,2003.52,6.00,-325.57,4,-16.25,12,2013
CA-2012-107937,03-05-2012,08-05-2012,JuliaBarnett@gmail.com,"United States,Chula Vista,California",Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",665.88,6.00,106.54,5,16,5,2012
CA-2013-144218,01-11-2013,05-11-2013,JonathanDoherty@gmail.com,"United States,Los Angeles,California",Storage,"Dual Level, Single-Width Filing Carts",1085.42,7.00,282.21,4,26,11,2013
CA-2011-107139,05-07-2011,11-07-2011,DennisPardue@gmail.com,"United States,Los Angeles,California",Binders,Vinyl Sectional Post Binders,180.96,6.00,67.86,6,37.5,7,2011
US-2011-117163,28-01-2011,03-02-2011,EdJacobs@gmail.com,"United States,San Diego,California",Storage,Recycled Steel Personal File for Hanging File Folders,57.23,1.00,14.31,6,25,1,2011
CA-2011-100363,08-04-2011,15-04-2011,JimMitchum@gmail.com,"United States,Glendale,Arizona",Fasteners,Binder Clips by OIC,2.37,2.00,0.83,7,35,4,2011
CA-2011-126760,26-07-2011,02-08-2011,KunstMiller@gmail.com,"United States,North Las Vegas,Nevada",Phones,Apple iPhone 5S,911.98,2.00,114.00,7,12.5,7,2011
CA-2011-101931,28-10-2011,31-10-2011,ToddSumrall@gmail.com,"United States,Los Angeles,California",Binders,Avery Non-Stick Binders,7.18,2.00,2.25,3,31.25,10,2011
US-2014-131849,07-06-2014,11-06-2014,GaryHansen@gmail.com,"United States,San Francisco,California",Furnishings,"Eldon 300 Class Desk Accessories, Black",4.95,1.00,2.18,4,44,6,2014
CA-2011-140816,20-12-2011,20-12-2011,TobyCarlisle@gmail.com,"United States,Thornton,Colorado",Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,447.94,7.00,89.59,0,20,12,2011
CA-2014-123246,18-10-2014,20-10-2014,AstreaJones@gmail.com,"United States,San Diego,California",Art,Economy #2 Pencils,10.64,4.00,2.77,2,26,10,2014
CA-2011-124709,27-07-2011,29-07-2011,GiuliettaWeimer@gmail.com,"United States,San Francisco,California",Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238.00,2.00,38.08,2,16,7,2011
CA-2012-132486,23-10-2012,27-10-2012,JayFein@gmail.com,"United States,San Diego,California",Accessories,Maxell DVD-RAM Discs,148.32,9.00,63.78,4,43,10,2012
CA-2012-129896,15-06-2012,20-06-2012,PeterFuller@gmail.com,"United States,Gilbert,Arizona",Paper,Xerox 1895,9.57,2.00,2.99,5,31.25,6,2012
US-2013-163881,25-11-2013,01-12-2013,SungPak@gmail.com,"United States,Los Angeles,California",Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.90,2.00,217.77,6,33,11,2013
US-2012-119312,02-10-2012,07-10-2012,ChristopherSchild@gmail.com,"United States,Los Angeles,California",Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,270.34,14.00,75.70,5,28,10,2012
US-2014-142573,19-07-2014,24-07-2014,MarisLaWare@gmail.com,"United States,Phoenix,Arizona",Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",801.60,5.00,-448.90,5,-56,7,2014
CA-2011-103940,17-09-2011,21-09-2011,BradleyNguyen@gmail.com,"United States,Seattle,Washington",Storage,Eldon Gobal File Keepers,30.28,2.00,1.21,4,4,9,2011
CA-2014-123001,03-09-2014,09-09-2014,AnthonyWitt@gmail.com,"United States,Bakersfield,California",Art,"OIC #2 Pencils, Medium Soft",9.40,5.00,2.73,6,29,9,2014
